,unique_id,cnn_intrsctn_fkey,cnn_sgmt_fkey,case_id_pkey,tb_latitude,tb_longitude,geocode_source,geocode_location,collision_datetime,collision_date,collision_time,accident_year,month,day_of_week,time_cat,juris,officer_id,reporting_district,beat_number,primary_rd,secondary_rd,distance,direction,weather_1,weather_2,collision_severity,type_of_collision,mviw,ped_action,road_surface,road_cond_1,road_cond_2,lighting,control_device,intersection,vz_pcf_code,vz_pcf_group,vz_pcf_description,vz_pcf_link,number_killed,number_injured,street_view,dph_col_grp,dph_col_grp_description,party_at_fault,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,point,data_as_of,data_updated_at,data_loaded_at,:@computed_region_jwn9_ihcz,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md
272,46290,24560000,5860000.0,190023324,37.7910194913,-122.397390394,SFPD-INTERIM DB,CITY STREET,2019-01-10T06:35:00.000,2019-01-10T00:00:00.000,06:35:00,2019,January,Thursday,6:01 am to 10:00 am,3801,1149,Central,3A90,FREMONT ST,MARKET ST,358.0,South,Clear,Not Stated,Injury (Complaint of Pain),Other,Other Object,No Pedestrian Involved,Dry,"Holes, Deep Rut",Construction or Repair Zone,Dark - Street Lights,Not Stated,Midblock > 20ft,Other than driver,Not Stated,Unknown,,0,2,"https://maps.google.com/maps?q=&layer=c&cbll=37.7910194913,-122.397390394",AA,Vehicle(s) Only Involved,,Other,Not Stated,Not Stated,Driver,North,Proceeding Straight,POINT (-122.39739 37.79102),2019-02-14T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:30:58.746,108.0,108.0,6.0,10.0,8.0
273,19950,26347000,8852000.0,5471023,37.7729355849803,-122.445890225476,SFPD-CROSSROADS,CITY STREET,2011-12-20T09:02:00.000,2011-12-20T00:00:00.000,09:02:00,2011,December,Tuesday,6:01 am to 10:00 am,3801,874,PARK,3F61,MASONIC AVE,FELL ST,22.0,South,Clear,Not Stated,Injury (Complaint of Pain),Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7729355849803,-122.445890225476",CC,Vehicle-Bicycle,,Driver,South,Proceeding Straight,Bicyclist,West,Proceeding Straight,POINT (-122.44589 37.772934),2011-12-20T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:30:58.768,24.0,24.0,7.0,11.0,12.0
274,36073,27015000,,160616658,37.8055811383882,-122.443983517787,SFPD-CROSSROADS,CITY STREET,2016-07-31T15:15:00.000,2016-07-31T00:00:00.000,15:15:00,2016,July,Sunday,2:01 pm to 6:00 pm,3801,434,3E13C,3801,MARINA BLVD,DIVISADERO ST,0.0,Not Stated,Clear,Not Stated,Injury (Other Visible),Not Stated,Fixed Object,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.8055811383882,-122.443983517787",FF,Bicycle Only,,Bicyclist,West,Proceeding Straight,,,,POINT (-122.443985 37.80558),2016-07-31T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:30:58.906,17.0,17.0,4.0,6.0,13.0
275,46479,25860000,4982000.0,190040845,37.7697371832,-122.424539657,SFPD-INTERIM DB,CITY STREET,2019-01-17T11:51:00.000,2019-01-17T00:00:00.000,11:51:00,2019,January,Thursday,10:01 am to 2:00 pm,3801,4026,Mission,3D15C,DUBOCE AVE,GUERRERO ST,12.0,East,Cloudy,Not Stated,Injury (Complaint of Pain),Rear End,Parked Motor Vehicle,No Pedestrian Involved,Wet,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,22350,22350,Unsafe speed for prevailing conditions,http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22350,0,2,"https://maps.google.com/maps?q=&layer=c&cbll=37.7697371832,-122.424539657",AA,Vehicle(s) Only Involved,1.0,Driver,East,Proceeding Straight,,,,POINT (-122.42454 37.769737),2019-02-14T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:30:59.034,,,3.0,5.0,20.0
276,45479,32859000,184101.0,189004393,,,SFPD-INTERIM DB,CITY STREET,2018-09-28T07:05:00.000,2018-09-28T00:00:00.000,07:05:00,2018,September,Friday,6:01 am to 10:00 am,3801,022048,Not Stated,,DOLORES ST (OUTSIDE SF CITY LIMITS),CRESTMONT DR,30.0,East,Clear,Not Stated,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Midblock > 20ft,21954(a),21954(a),Pedestrians must yield right-of-way outside of crosswalks,http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21954,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=None,None",BB,Vehicle-Pedestrian,1.0,Pedestrian,West,Not Stated,Driver,West,Proceeding Straight,,2019-03-26T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:30:59.127,,,,,
277,44052,27553000,,6049481,37.7800925822621,-122.484732261494,SFPD-CROSSROADS,CITY STREET,2012-10-06T11:15:00.000,2012-10-06T00:00:00.000,11:15:00,2012,October,Saturday,10:01 am to 2:00 pm,3801,84,,COG,25TH AVE,GEARY BLVD,0.0,Not Stated,Clear,Not Stated,Injury (Severe),Vehicle/Pedestrian,Other Object,Not in Road,Dry,No Unusual Condition,Not Stated,Daylight,,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7800925822621,-122.484732261494",DD,Bicycle-Pedestrian,1.0,Bicyclist,South,Other,Pedestrian,South,Other,POINT (-122.48473 37.780094),2012-10-06T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:30:59.440,8.0,8.0,8.0,4.0,29.0
278,47661,26692000,6510000.0,190065473,37.8004280468,-122.42425623,SFPD-INTERIM DB,CITY STREET,2019-01-26T19:45:00.000,2019-01-26T00:00:00.000,19:45:00,2019,January,Saturday,6:01 pm to 10:00 pm,3801,1909,Northern,,GREENWICH ST,VAN NESS AVE,30.0,East,Not Stated,Not Stated,Injury (Complaint of Pain),Not Stated,Not Stated,No Pedestrian Involved,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Midblock > 20ft,22107,22107,Unsafe turn or lane change prohibited,http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22107,0,2,"https://maps.google.com/maps?q=&layer=c&cbll=37.8004280468,-122.42425623",AA,Vehicle(s) Only Involved,1.0,Driver,East,Not Stated,,,,POINT (-122.424255 37.800426),2019-02-14T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:30:59.520,107.0,107.0,4.0,6.0,32.0
279,46605,20489000,,190091503,37.7254756503,-122.394243493,SFPD-INTERIM DB,CITY STREET,2019-02-06T07:35:00.000,2019-02-06T00:00:00.000,07:35:00,2019,February,Wednesday,6:01 am to 10:00 am,3801,2279,Bayview,C2,CARROLL AVE,03RD ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Not Stated,Daylight,,Intersection <= 20ft,Unknown,Unknown,Unknown,,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7254756503,-122.394243493",BB,Vehicle-Pedestrian,,Driver,East,Proceeding Straight,Pedestrian,South,Entering Traffic,POINT (-122.39424 37.725475),2019-02-14T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:30:59.827,86.0,86.0,2.0,9.0,1.0
280,37845,33717000,,151031079,37.7301188057995,-122.475937334451,SFPD-CROSSROADS,CITY STREET,2015-11-27T14:20:00.000,2015-11-27T00:00:00.000,14:20:00,2015,November,Friday,2:01 pm to 6:00 pm,3801,2002,TARAVAL,3115B,20TH AVE,WINSTON DR,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Broadside,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7301188057995,-122.475937334451",BB,Vehicle-Pedestrian,1.0,Pedestrian,East,Proceeding Straight,Driver,South,Stopped In Road,POINT (-122.47594 37.730118),2015-11-27T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:00.047,41.0,41.0,10.0,8.0,16.0
281,40646,27154000,,6068213,37.7640369894919,-122.466310621354,SFPD-CROSSROADS,CITY STREET,2012-09-18T18:45:00.000,2012-09-18T00:00:00.000,18:45:00,2012,September,Tuesday,6:01 pm to 10:00 pm,3801,002345,TARAV,3160,IRVING ST,09TH AVE,0.0,Not Stated,Cloudy,Not Stated,Injury (Complaint of Pain),Not Stated,Non-Collision,No Pedestrian Involved,Dry,Other,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7640369894919,-122.466310621354",FF,Bicycle Only,,Bicyclist,West,Proceeding Straight,,,,POINT (-122.46631 37.764038),2012-09-18T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:00.388,109.0,109.0,10.0,11.0,14.0
282,16861,24285000,,6068225,37.780535386375,-122.408160793737,SFPD-CROSSROADS,CITY STREET,2012-09-19T16:33:00.000,2012-09-19T00:00:00.000,16:33:00,2012,September,Wednesday,2:01 pm to 6:00 pm,3801,2376,SOUTH,3B13D,06TH ST,MINNA ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.780535386375,-122.408160793737",CC,Vehicle-Bicycle,,Driver,South,Proceeding Straight,Bicyclist,West,Proceeding Straight,POINT (-122.40816 37.780537),2012-09-19T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:00.405,32.0,32.0,1.0,10.0,34.0
283,1161,21548000,9193000.0,6073014,37.709732106943,-122.449941267135,SFPD-CROSSROADS,CITY STREET,2012-05-03T21:10:00.000,2012-05-03T00:00:00.000,21:10:00,2012,May,Thursday,6:01 pm to 10:00 pm,3801,173,,,MISSION ST,OLIVER ST,175.0,North,Cloudy,Not Stated,Injury (Other Visible),Other,Bicycle,No Pedestrian Involved,Wet,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.709732106943,-122.449941267135",CC,Vehicle-Bicycle,,Driver,Not Stated,Proceeding Straight,Bicyclist,South,Proceeding Straight,POINT (-122.44994 37.709732),2012-05-03T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:00.549,58.0,58.0,9.0,1.0,7.0
284,46781,26715000,,190162132,37.8008867555,-122.427825033,SFPD-INTERIM DB,CITY STREET,2019-03-05T21:17:00.000,2019-03-05T00:00:00.000,21:17:00,2019,March,Tuesday,6:01 pm to 10:00 pm,3801,709,Northern,3E15E,LOMBARD ST,GOUGH ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,,0,2,"https://maps.google.com/maps?q=&layer=c&cbll=37.8008867555,-122.427825033",AA,Vehicle(s) Only Involved,,Driver,West,Proceeding Straight,Driver,South,Proceeding Straight,POINT (-122.427826 37.800888),2019-03-26T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:00.855,17.0,17.0,4.0,6.0,13.0
285,25673,30735000,8744201.0,6080419,37.7886732867885,-122.402203955485,SFPD-CROSSROADS,CITY STREET,2012-04-18T21:40:00.000,2012-04-18T00:00:00.000,21:40:00,2012,April,Wednesday,6:01 pm to 10:00 pm,3801,4094,,SOUTHE,MARKET ST,MONTGOMERY ST,40.0,West,Clear,Not Stated,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7886732867885,-122.402203955485",BB,Vehicle-Pedestrian,,Driver,West,Proceeding Straight,Pedestrian,Not Stated,Other,POINT (-122.40221 37.788673),2012-04-18T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:00.935,19.0,19.0,6.0,3.0,8.0
286,5693,21023000,2800102.0,6083786,37.7404066613889,-122.4067773494,SFPD-CROSSROADS,CITY STREET,2012-03-05T12:44:00.000,2012-03-05T00:00:00.000,12:44:00,2012,March,Monday,10:01 am to 2:00 pm,3801,1430,BAYVI,3C62,BAY SHORE BLVD,CORTLAND AVE,312.0,North,Clear,Not Stated,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7404066613889,-122.4067773494",AA,Vehicle(s) Only Involved,1.0,Driver,North,Proceeding Straight,Driver,West,Proceeding Straight,POINT (-122.40678 37.740406),2012-03-05T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:00.980,82.0,82.0,2.0,2.0,1.0
287,2539,20118000,10218000.0,6096572,37.7289506175209,-122.382044706894,SFPD-CROSSROADS,CITY STREET,2012-04-27T17:58:00.000,2012-04-27T00:00:00.000,17:58:00,2012,April,Friday,2:01 pm to 6:00 pm,3801,1511,BAYVI,345D,PALM AVE,HAWES ST,171.0,West,Clear,Not Stated,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7289506175209,-122.382044706894",AA,Vehicle(s) Only Involved,,Driver,East,Stopped In Road,,,,POINT (-122.38204 37.72895),2012-04-27T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:01.233,78.0,78.0,2.0,9.0,1.0
288,46814,21328000,,190173775,37.7416951989,-122.423430755,SFPD-INTERIM DB,CITY STREET,2019-03-10T15:35:00.000,2019-03-10T00:00:00.000,15:35:00,2019,March,Sunday,2:01 pm to 6:00 pm,3801,1252,Ingleside,3H15C,SAN JOSE AVE,KINGSTON ST,0.0,Not Stated,Cloudy,Raining,Injury (Other Visible),Other,Non-Collision,No Pedestrian Involved,Wet,No Unusual Condition,Not Stated,Daylight,,Intersection <= 20ft,Other than driver,Not Stated,Unknown,,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7416951989,-122.423430755",AA,Vehicle(s) Only Involved,,Driver,North,Changing Lanes,,,,POINT (-122.42343 37.741695),2019-03-29T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:01.408,83.0,83.0,9.0,2.0,2.0
289,21958,25971000,6270000.0,6104418,37.779598859039,-122.431678978759,SFPD-CROSSROADS,CITY STREET,2012-09-02T19:10:00.000,2012-09-02T00:00:00.000,19:10:00,2012,September,Sunday,6:01 pm to 10:00 pm,3801,821,NORTH,3E61,GOLDEN GATE AVE,FILLMORE ST,80.0,East,Clear,Not Stated,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.779598859039,-122.431678978759",AA,Vehicle(s) Only Involved,1.0,Driver,East,Making Left Turn,Driver,East,Proceeding Straight,POINT (-122.43168 37.7796),2012-09-02T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:01.437,97.0,97.0,4.0,11.0,39.0
290,31029,26594000,6042201.0,6104449,37.7840749773612,-122.435599888536,SFPD-CROSSROADS,CITY STREET,2012-09-26T17:30:00.000,2012-09-26T00:00:00.000,17:30:00,2012,September,Wednesday,2:01 pm to 6:00 pm,3801,346,NORTH,3E4,GEARY BLVD,STEINER ST,300.0,West,Clear,Not Stated,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7840749773612,-122.435599888536",AA,Vehicle(s) Only Involved,,Driver,West,Changing Lanes,Driver,West,Proceeding Straight,POINT (-122.4356 37.784077),2012-09-26T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:01.527,103.0,103.0,4.0,11.0,15.0
291,4747,21705000,,6104554,37.7310398881964,-122.429570698535,SFPD-CROSSROADS,CITY STREET,2012-08-13T12:39:00.000,2012-08-13T00:00:00.000,12:39:00,2012,August,Monday,10:01 am to 2:00 pm,3801,1043,INGLE,4B1H,ALEMANY BLVD,ROUSSEAU ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,2,"https://maps.google.com/maps?q=&layer=c&cbll=37.7310398881964,-122.429570698535",AA,Vehicle(s) Only Involved,,Driver,North,Making Left Turn,Driver,South,Proceeding Straight,POINT (-122.42957 37.73104),2012-08-13T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:01.696,94.0,94.0,9.0,1.0,28.0
292,2442,20114000,7235000.0,6142266,37.7234741734473,-122.389059378343,SFPD-CROSSROADS,CITY STREET,2012-07-27T14:38:00.000,2012-07-27T00:00:00.000,14:38:00,2012,July,Friday,2:01 pm to 6:00 pm,3801,4249,BAYVI,0C5,INGALLS ST,BANCROFT AVE,3.0,South,Clear,Not Stated,Injury (Other Visible),Hit Object,Fixed Object,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,2,"https://maps.google.com/maps?q=&layer=c&cbll=37.7234741734473,-122.389059378343",AA,Vehicle(s) Only Involved,,Driver,West,Proceeding Straight,,,,POINT (-122.38906 37.723473),2012-07-27T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:01.963,78.0,78.0,2.0,9.0,1.0
293,46366,27441000,,190191777,37.7660624867,-122.47736283,SFPD-INTERIM DB,CITY STREET,2019-03-17T13:42:00.000,2019-03-17T00:00:00.000,13:42:00,2019,March,Sunday,10:01 am to 2:00 pm,3801,1362,Richmond,3G1,MARTIN LUTHER KING JR DR,CROSSOVER DR,0.0,Not Stated,Clear,Not Stated,Injury (Other Visible),Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7660624867,-122.47736283",CC,Vehicle-Bicycle,,Driver,North,Entering Traffic,Bicyclist,East,Proceeding Straight,POINT (-122.47736 37.766064),2019-03-29T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:01.997,9.0,9.0,8.0,4.0,12.0
294,31798,25222000,,6143653,37.7896204379779,-122.420493441778,SFPD-CROSSROADS,CITY STREET,2012-05-07T08:12:00.000,2012-05-07T00:00:00.000,08:12:00,2012,May,Monday,6:01 am to 10:00 am,3801,456,,3E78,PINE ST,POLK ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,2,"https://maps.google.com/maps?q=&layer=c&cbll=37.7896204379779,-122.420493441778",AA,Vehicle(s) Only Involved,1.0,Driver,West,Proceeding Straight,Driver,West,Stopped In Road,POINT (-122.420494 37.78962),2012-05-07T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:02.046,50.0,50.0,4.0,3.0,21.0
295,461,33221000,,6143758,37.7171789483116,-122.386265013559,SFPD-CROSSROADS,CITY STREET,2012-12-30T14:24:00.000,2012-12-30T00:00:00.000,14:24:00,2012,December,Sunday,2:01 pm to 6:00 pm,3801,000251,MAIT,4C3,GILMAN AVE,ARELIOUS WALKER DR,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",Dry,Reduced Roadway Width,Not Stated,Daylight,,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7171789483116,-122.386265013559",BB,Vehicle-Pedestrian,,Pedestrian,North,Not Stated,Driver,East,Not Stated,POINT (-122.38627 37.71718),2012-12-30T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:02.101,79.0,79.0,2.0,9.0,1.0
296,46864,20515000,,190194044,37.7246931372,-122.394532121,SFPD-INTERIM DB,CITY STREET,2019-03-18T13:42:00.000,2019-03-18T00:00:00.000,13:42:00,2019,March,Monday,10:01 am to 2:00 pm,3801,1933,Bayview,3C15A,03RD ST,DONNER AVE,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Rear End,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7246931372,-122.394532121",AA,Vehicle(s) Only Involved,,Driver,North,Proceeding Straight,Driver,North,Stopped,POINT (-122.39453 37.724693),2019-03-20T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:02.286,88.0,88.0,2.0,9.0,1.0
297,17659,24386000,12017202.0,6221475,37.770516106145,-122.417844929663,SFPD-CROSSROADS,CITY STREET,2012-12-17T02:14:00.000,2012-12-17T00:00:00.000,02:14:00,2012,December,Monday,2:01 am to 6:00 am,3801,732,B,004,SOUTH VAN NESS AVE,PLUM ST,129.0,South,Raining,Not Stated,Injury (Complaint of Pain),Not Stated,Fixed Object,No Pedestrian Involved,Wet,No Unusual Condition,Not Stated,Dark - Street Lights,,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,2,"https://maps.google.com/maps?q=&layer=c&cbll=37.770516106145,-122.417844929663",AA,Vehicle(s) Only Involved,1.0,Driver,South,Proceeding Straight,,,,POINT (-122.41785 37.770515),2012-12-17T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:02.337,32.0,32.0,1.0,10.0,20.0
298,16755,24429000,8752201.0,6221629,37.778708026075,-122.414798238799,SFPD-CROSSROADS,CITY STREET,2012-10-31T20:31:00.000,2012-10-31T00:00:00.000,20:31:00,2012,October,Wednesday,6:01 pm to 10:00 pm,3801,00891,,3B60,MARKET ST,08TH ST,20.0,West,Raining,Not Stated,Injury (Other Visible),Other,Non-Collision,No Pedestrian Involved,Wet,Other,Not Stated,Dark - Street Lights,,Intersection <= 20ft,22350,22350,Unsafe speed for prevailing conditions,http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22350,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.778708026075,-122.414798238799",AA,Vehicle(s) Only Involved,1.0,Driver,West,Passing Other Vehicle,,,,POINT (-122.414795 37.77871),2012-10-31T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:02.623,21.0,21.0,5.0,10.0,36.0
299,22423,26067000,,6226916,37.7777941898441,-122.438365501611,SFPD-CROSSROADS,CITY STREET,2012-11-16T10:22:00.000,2012-11-16T00:00:00.000,10:22:00,2012,November,Friday,10:01 am to 2:00 pm,3801,000874,PARK,3F61,MCALLISTER ST,TURK ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7777941898441,-122.438365501611",AA,Vehicle(s) Only Involved,,Driver,North,Proceeding Straight,Driver,West,Proceeding Straight,POINT (-122.43836 37.777794),2012-11-16T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:02.884,23.0,23.0,4.0,11.0,39.0
300,42807,27519000,,6226958,37.7725690623218,-122.484194201182,SFPD-CROSSROADS,CITY STREET,2012-10-09T12:30:00.000,2012-10-09T00:00:00.000,12:30:00,2012,October,Tuesday,10:01 am to 2:00 pm,3801,1054,RICHM,004,FULTON ST,25TH AVE,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7725690623218,-122.484194201182",AA,Vehicle(s) Only Involved,,Driver,South,Proceeding Straight,Driver,East,Proceeding Straight,POINT (-122.48419 37.772568),2012-10-09T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:02.977,9.0,9.0,8.0,4.0,12.0
301,9413,24123000,,6226961,37.7604988726216,-122.414841891492,SFPD-CROSSROADS,CITY STREET,2012-10-05T14:12:00.000,2012-10-05T00:00:00.000,14:12:00,2012,October,Friday,2:01 pm to 6:00 pm,3801,1101,,,FOLSOM ST,19TH ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Other,Non-Collision,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7604988726216,-122.414841891492",AA,Vehicle(s) Only Involved,,Driver,North,Proceeding Straight,,,,POINT (-122.41484 37.760498),2012-10-05T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:02.993,53.0,53.0,3.0,2.0,20.0
302,30589,26514000,7963000.0,9004232,37.7852164125223,-122.428039264578,SFPD-CROSSROADS,CITY STREET,2006-08-24T12:57:00.000,2006-08-24T00:00:00.000,12:57:00,2006,August,Thursday,10:01 am to 2:00 pm,3801,1446,COE,,LAGUNA ST,GEARY ST,97.0,North,Clear,Not Stated,Injury (Complaint of Pain),Other,Other Motor Vehicle,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7852164125223,-122.428039264578",BB,Vehicle-Pedestrian,1.0,Pedestrian,Not Stated,Proceeding Straight,Driver,East,Stopped In Road,POINT (-122.42804 37.785217),2006-08-24T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:03.022,101.0,101.0,4.0,11.0,15.0
